"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"dlg",2008-04-01,NA,"diagonal line guy",NA,"m",NA,"t",NA,NA,NA,NA,NA,"prozac?",NA
"dlgr",2015-05-06,NA,"dillinger",NA,NA,2009-09-21,"r","cd",NA,"1","1",NA,NA,NA
"dlov",2015-04-22,NA,"d-love","d-lov",NA,2000-09-25,"r","chip?",NA,NA,NA,NA,"about the age of nola",NA
"dlt",2007-10-02,"1033","dolittle","ralph","m",NA,"i",NA,NA,NA,NA,NA,"r nipple ear and b nick, huge l b&c slits/wedges -",NA
"dm",2008-03-26,NA,"dead meat",NA,"m",1994-09-08,"r","lg",NA,"1","2",NA," dengrad calced by pat",NA
"dmag",2015-02-02,NA,"dimaggio",NA,"u",2011-11-25,"r","aqua",NA,"1","2",NA,NA,NA
"dman",NA,"180","denman",NA,"m",NA,"f",NA,NA,NA,NA,NA,NA,NA
"dna",2017-11-20,"216","denali",NA,"m",1996-12-23,"r","gil",NA,"1","1",NA," dengrad calced by pat",NA
"dnb",NA,NA,"danube",NA,"f",2003-06-01,"r","shd",NA,NA,NA,NA,"amboseli",NA
"dngo",2007-10-02,NA,"dingo",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"dnv",2016-11-11,"307","denver",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"dnz",2016-07-19,NA,"denzel",NA,"m",2004-08-07,"r","csn",NA,"1","2",NA,NA,NA
"dodo",2015-09-17,NA,"dodo",NA,"m",2010-03-11,"r","badg",NA,"1","2",NA,"ear damage",NA
"dogp",2018-04-11,NA,"dogpile",NA,"u",2017-02-15,"r","bab",NA,NA,NA,NA,"kcm",NA
"dolo",2018-12-11,NA,"dolohov","jam","f",2017-01-25,"r","fay",NA,"0",NA,NA,"main doc; updated DOB info came from collar data",NA
"dom",2009-11-01,NA,NA,"brv?",NA,2006-12-24,"r","peeb",NA,"1","2",NA,NA,NA
"domo",2016-11-18,NA,"domo",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"don",2016-05-09,"931","don",NA,"m",NA,"i",NA,NA,NA,NA,NA,"darted for tmm gnrh trial",NA
"dont",2015-05-06,"538","donatello","nott","f",2010-03-01,"r","tcy",NA,"1",NA,NA,"was thought to be nott, an immigrant male, for a l",NA
"dood",2015-09-17,"1134","labradoodle",NA,"f",2013-10-20,"r","tru",NA,"1",NA,NA,NA,NA
"doon",2014-10-18,NA,"doonesbury",NA,"f",2010-11-11,"r","ink",NA,"1","1",NA,"dbw",NA
"dope",2017-08-26,NA,"dopamine",NA,"u",2017-04-12,"r","gumy",NA,NA,NA,NA,NA,NA
"dora",2016-07-19,"1351","dora the explorerer",NA,"m",2013-02-21,"r","ali",NA,"0",NA,NA,NA,NA
"dork",2015-09-13,NA,"dork",NA,"m",2015-03-15,"r","whiz",NA,"1","2",NA,"ear damage",NA
"dot",2016-08-31,NA,"dotty",NA,"f",NA,"f",NA,NA,NA,NA,NA,"female #138",NA
"dow",2016-07-18,"336","downy",NA,"m",NA,"r",NA,NA,NA,NA,NA,"master list: first seen=5/22/2001. can't give this",NA
"dpl",NA,NA,"doppelganger",NA,"m",NA,"t",NA,NA,NA,NA,NA,"prozac?",NA
"dps",2016-07-21,"31","dps",NA,"f",1983-11-01,"r","02",NA,NA,NA,NA,NA,NA
"dpwt",2018-08-03,NA,"deepwest hotel","john",NA,2017-10-27,"r","neon",NA,"1","1",NA,"main doc",NA
"dq",2007-10-02,NA,"don quixote",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"dqi",2016-07-21,NA,"daiquiri",NA,"f",2002-08-25,"r","gui",NA,NA,NA,NA," dengrad calced by pat",NA
"dra",2016-02-01,"774","drake",NA,"f",2007-11-15,"r","ali",NA,"1","1",NA,"killed by car",NA
"drea",NA,"305","drea",NA,"m",2005-05-15,"r",NA,NA,NA,NA,NA,NA,NA
"dres",NA,"346","dresden",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drew",2014-10-18,"1045","nancydrew",NA,"f",2010-10-17,"r","peep",NA,"1","1",NA,"dbw",NA
"drgn",2017-08-26,"1243","drogon",NA,"m",2016-12-11,"r","erem",NA,NA,NA,NA,NA,NA
"drn",2015-05-20,NA,"drain",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"drnk",2015-05-06,NA,"drank",NA,NA,2011-08-18,"r",NA,NA,NA,NA,NA,"might be gera's sib, either drnk or gera might be ",NA
"drog",2016-05-11,NA,"khail drogo",NA,"f",2014-10-27,"r","bnt",NA,"0",NA,NA,NA,NA
"drom",2017-04-25,NA,"andromeda the chained maiden",NA,"u",2017-01-01,"r","tula",NA,"1",NA,NA,NA,NA
"drp",2015-09-15,NA,"dr. pepper",NA,"m",2012-11-05,"r","ema",NA,"0",NA,NA,"dls 6/3/2013 so weaning date could be innacurate",NA
"drpy",2014-10-18,"1108","droopy",NA,"m",2011-09-12,"r","peep",NA,"1","2",NA,"9/19/2012",NA
"dsg",2016-11-17,NA,"double stripe guy",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"dsn",NA,"886","danson",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"dte",NA,NA,"delta e",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"dth",2018-07-31,"606","death valley","cub=luna","m",2009-01-01,"r","sbl",NA,"1","1",NA,"no notes for dfs, likely in bks batch stolen in na",NA
"dty",NA,NA,"dusty",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"dub",2016-07-19,"269","dublin",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"duch",2015-06-05,NA,"the flying dutchman","tiny","u",2015-10-21,"r","blg",NA,"1",NA,NA,NA,NA
"dudu",2007-10-02,NA,"dudu",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"duff",2012-05-05,NA,"duffman",NA,NA,2010-06-23,"r","dsn",NA,"1",NA,NA,NA,NA
"dugo",2017-07-14,"1301","duckduckgo","spooky",NA,2015-08-01,"r","bab",NA,"1","1",NA,"graduated on or before dfs",NA
"duk",2009-09-23,NA,"duke ellington",NA,"m",2008-06-15,"r","peeb",NA,"1","1",NA,NA,NA
"duke",2015-11-13,"2000","duke",NA,"f",NA,"r","zsa",NA,NA,NA,NA,"amboseli",NA
"duky",2018-09-09,NA,"ducky",NA,"f",2017-08-10,"r","coel",NA,"1","2",NA,NA,NA
"dum",2016-07-18,"372","dumbo","dumbo","m",1994-07-12,"r","bm",NA,"1","1",NA," dengrad calced by pat",NA
"duma",2007-10-02,NA,"duma",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"dun",2016-11-11,NA,"duncan",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"duo",2007-10-02,"1070","duo",NA,"m",NA,"i",NA,NA,NA,NA,NA,"r a slit",NA
"dup",NA,NA,"dupont",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"dupe",2016-05-11,"939","dustin pedroia",NA,"m",2014-03-17,"r","aqua",NA,"1","1",NA,NA,NA
"dv",2016-11-17,NA,"darth vader",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"dvo",NA,"2035","davos",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"dwb",2013-05-28,"521","dweeb",NA,NA,NA,"r","peeb?",NA,NA,NA,NA,NA,NA
"dyer",2007-10-02,NA,"dyer",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"dyl",2016-07-21,"235","dylan",NA,"f",1997-11-15,"r","bail",NA,"1","1",NA," dengrad calced by pat",NA
"dyno",2018-08-03,NA,"dynamite roll","tank",NA,2017-07-19,"r","hrpy",NA,"1",NA,NA,"kcm",NA
"earl",2007-10-02,NA,"earl",NA,"m",2008-01-01,"r","bart",NA,"0",NA,NA,"never seen nursing from bart, weaned prior to 11/0",NA
"eas",2016-11-15,NA,"easyrider",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"east",NA,NA,"east",NA,"u",2004-03-09,"r","wnd",NA,"1","2",NA,NA,NA
"eat",2016-11-04,NA,"eatie",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"ebny",2018-08-03,"1360","ebony",NA,"m",2016-12-15,"r",NA,NA,NA,NA,NA,"kcm",NA
"ebol",2012-05-03,NA,"ebola",NA,NA,2010-11-09,"r","mrl",NA,"2",NA,NA,NA,NA
"echo",2016-02-01,"649","echo","seaweed= cub name","m",2011-10-16,"r","dra",NA,"1","2",NA,NA,NA
"eco",NA,"486","ecosse",NA,"f",NA,"r",NA,NA,NA,NA,"486",NA,NA
"ed",2008-03-26,NA,"ed",NA,"m",1988-10-30,"r","bam",NA,"1","2",NA," dengrad calced by pat",NA
"edge",NA,NA,"the edge",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"edt",2014-10-18,NA,"edward teach",NA,"m",2008-12-10,"r","moss",NA,"1","1",NA,"dbw, small scar above r eye",NA
"ee",2016-12-14,"63","elf ears",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"egg",2015-04-14,NA,"egg harbor","al433","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"eggp",2015-05-20,NA,"eggplant",NA,NA,2012-12-12,"r","fman",NA,NA,NA,NA,NA,NA
"eham",2017-01-23,NA,"e harmony",NA,"u",2016-02-04,"r","lust",NA,"1",NA,NA,NA,NA
"ein",2015-05-04,"371","einstein",NA,"f",2006-04-30,"r","bel",NA,"1",NA,"371",NA,NA
"eldo",2015-04-14,NA,"eldoret","al439","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"ele",2007-10-02,NA,"eleanor",NA,"f",NA,"r",NA,NA,NA,NA,NA,"small l d nick",NA
"elec",2015-09-14,NA,"electron",NA,"f",2010-09-05,"r","ojy",NA,"0",NA,NA,NA,NA
"elek",2015-05-06,NA,"elektra","teepee= cub name",NA,2010-12-06,"r","cmta",NA,"1","1",NA,NA,NA
"elf",2007-10-02,NA,"elf",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"elfi",2014-06-18,NA,"ella fitzgerald",NA,NA,2013-11-10,"r","peeb",NA,"2",NA,NA,NA,NA
"elg",NA,NA,"elgin",NA,"m",2003-08-26,"r","eco",NA,"1","2",NA,NA,NA
"elio",2007-10-02,NA,"eliot",NA,"m",2007-02-01,"r",NA,NA,NA,NA,NA,NA,NA
"eljh",2014-01-01,NA,"elijah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ell",NA,NA,"ellie",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"elmo",2016-08-11,NA,"elmo","cub =  sink","f",2011-10-28,"r","cm",NA,"1","1",NA,NA,NA
"elpo",2016-11-04,"514","el paso",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"elro",2015-05-20,NA,"eleanor roosevelt",NA,"f",2013-06-22,"r","brz",NA,NA,NA,NA,NA,NA
"els",2012-04-06,NA,"ellis",NA,"u",NA,NA,NA,NA,NA,NA,NA,"possible south clan per notes",NA
"elsi",2015-09-15,"1225","elsinore",NA,"f",2014-07-13,"r","digs",NA,"1","2",NA,NA,NA
"elv",2008-03-26,NA,"elvis",NA,"u",1990-09-15,"r","mw",NA,"1","2",NA," dengrad calced by pat",NA
"elvy",2016-06-15,NA,"elvy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ema",2007-10-02,"1036","emma",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l d notch",NA
"embr",2016-05-27,"1202","ember",NA,"m",2015-08-02,"r","saw",NA,"1","1",NA,NA,NA
"emer",2008-03-26,NA,"emerson",NA,"f",1996-02-15,"r","who",NA,"1","1",NA," dengrad calced by pat",NA
"eml",2008-03-26,NA,"emily dickinson",NA,"u",1998-12-04,"r","who",NA,"0","1",NA," dengrad calced by pat",NA
"emo",2018-08-03,NA,"emo",NA,NA,2017-11-09,"r","keng",NA,"1","1",NA,"pond",NA
"emra",2018-08-03,NA,"emerald",NA,"m",2017-08-07,"r","joul",NA,"0",NA,NA,"main doc",NA
"emy",NA,"2067","emory",NA,"m",2004-08-05,"r","zsa",NA,"1",NA,NA,"amboseli",NA
"en",2016-12-15,"47","8th notes","written as a notes symbol","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"ency",2015-09-15,NA,"encyclopedia brown",NA,"u",2010-10-17,"r","peep",NA,"1","2",NA,"dbw",NA
"endr",2016-07-26,"648","endor",NA,"m",2010-11-01,"r","loki",NA,"1","2",NA,"dispersed to east and dls verified by collar data;",NA
"eng",2015-02-25,"726","enigma",NA,"f",2007-06-08,"r",NA,NA,NA,NA,NA,"low-ranking cub/sa in talek west clan; not enough ",NA
"enl",2016-07-15,NA,"eighth note left shoulder",NA,"u",2006-01-03,"r",NA,NA,NA,NA,NA,"talek east",NA
"enou",2016-07-21,NA,"enouwale",NA,"f",2014-09-08,"r","wran",NA,"1",NA,NA,NA,NA
"ent",2018-08-14,NA,"ent",NA,"u",1991-01-16,"r","es",NA,"1",NA,NA," dengrad calced by pat",NA
"entr",2015-09-17,NA,"enterprise",NA,"u",2014-09-18,"r","komo",NA,"2","3",NA,NA,NA
"envy",2017-11-20,"827","envy","cub=squirt","m",2009-05-18,"r","arg",NA,"0",NA,NA,"cubname 'squirt' was mistakenly replaced with yaz.",NA
"epic",2018-12-14,NA,"epic",NA,NA,2018-06-06,"r","atac",NA,"1",NA,NA,"talek west",NA
"eps",2016-11-16,NA,"epsilon",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"epy",2007-10-02,NA,"epiphany",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"erek",2017-07-13,"978","eureka",NA,"f",2015-07-26,"r","dk",NA,"1","1",NA,"graduated on or before dfs",NA
"erem",2015-09-14,"1220","eremet",NA,"f",2011-09-26,"r","pike",NA,"1","2",NA,"erem  has a previous kay code  1105 11/4/2012 samp",NA
"eric",2014-01-01,NA,"eric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erie",NA,"2048","erie",NA,"f",2004-05-12,"r","chn",NA,NA,NA,NA,"amboseli",NA
"erl",2018-08-03,NA,"erlenmeyer flask",NA,NA,2017-11-04,"r","merl",NA,"1",NA,NA,"talek west",NA
"ern",2016-06-15,NA,"ernie",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"ero",NA,"869","eero",NA,"m",2004-04-30,"r","nana",NA,"1","2",NA,NA,NA
"ers",2017-04-25,NA,"egyptian rat screw",NA,"u",2016-12-20,"r","csby",NA,"1",NA,NA,NA,NA
"es",2016-07-21,"61","elbow stripe",NA,"f",1984-06-01,"r","11",NA,NA,NA,NA,NA,NA
"esio",NA,"1276","esio trot",NA,"m",2017-10-25,"r","crim",NA,"1",NA,NA,NA,NA
"et",NA,"938","et",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"etaa",2016-11-16,NA,"eta",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"eton",2016-11-16,NA,"edmonton",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"etp",2016-11-17,NA,"enterprise",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"etwa",2008-03-25,NA,"etwa",NA,"u",2005-09-01,"r","nana",NA,"1","2",NA,"disappeared sept 9, no body recovered",NA
"euc",2007-10-02,"1007","euclid",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"euch",2015-04-18,"1161","euchre",NA,"m",2013-01-12,"r","csby",NA,"1","1",NA,NA,NA
"ev",NA,"2050","eve",NA,"f",2004-05-01,"r",NA,NA,NA,NA,NA,"amboseli",NA
"eva",2015-05-06,NA,"eva",NA,NA,2010-10-09,"r","ein",NA,"1",NA,NA,NA,NA
"evan",2016-11-15,NA,"evan",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"eve",2008-03-26,NA,"everest",NA,"m",1996-12-23,"r","gil",NA,"1","2",NA," dengrad calced by pat",NA
"evil",2015-09-11,"1219","cruella de vil",NA,"f",2014-06-06,"r","slin",NA,"0",NA,NA,NA,NA
"ewar",2016-07-15,"528","earl warren",NA,"m",2013-07-27,"r","mt",NA,"0",NA,NA,NA,NA
"ewok",2016-03-07,"570","ewok",NA,"m",2013-07-07,"r","et",NA,NA,NA,NA,NA,NA
"exc",NA,"227","excalibur",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"exlo",NA,"894","exotic lola",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"expt",2014-04-16,NA,"exclamation point",NA,NA,2014-01-08,"r","dont",NA,NA,NA,NA,NA,NA
"eyr",2016-07-18,NA,"eyore","ery","m",1994-01-17,"r","lg",NA,"1",NA,NA," dengrad calced by pat",NA
"f122",NA,NA,"alien female 122",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"f343",NA,"343","f343",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"f344",NA,"344","f344",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amy saw her killed",NA
"f37",2016-08-31,NA,"female 37","poe?","f",NA,"f",NA,NA,NA,NA,NA,NA,NA
"f374",NA,"374","female 347",NA,"f",NA,NA,NA,NA,NA,NA,"374","from darting table",NA
"f375",2015-04-27,"375","ftsaf",NA,"f",NA,NA,NA,NA,NA,NA,"375",NA,NA
"f376",2015-04-27,"376","beamer",NA,"f",NA,NA,NA,NA,NA,NA,"376","darted and named 5-29-01, seen again in prozac 6-8",NA
"f379",2015-04-27,"379","vieji","viejita","f",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"f382",NA,"382","female 382",NA,"f",NA,NA,NA,NA,NA,NA,"382","from darting table",NA
"f388",NA,"388","ftfem",NA,"f",NA,NA,NA,NA,NA,NA,"388",NA,NA
"f390",NA,"390","female 390",NA,"f",NA,"r",NA,NA,NA,NA,"390","from darting table",NA
"f391",NA,"391","female 391",NA,"f",NA,"r",NA,NA,NA,NA,"391","from darting table",NA
"f393",NA,"393","female 393",NA,"f",NA,"r",NA,NA,NA,NA,"393","from darting table",NA
"f400",NA,"400","female 400",NA,"f",NA,"r",NA,NA,NA,NA,NA,"from darting table",NA
"f402",2015-05-07,"402","fubar",NA,"f",NA,"r",NA,NA,NA,NA,"402","from darting table; this is likely ok5",NA
"f403",NA,"403","female 403",NA,"f",NA,"r",NA,NA,NA,NA,"403","from darting table",NA
"f405",NA,"405","female 405",NA,"f",NA,"r",NA,NA,NA,NA,"405","from darting table",NA
"f407",NA,"407","female 407",NA,"f",NA,"r",NA,NA,NA,NA,"407","from darting table",NA
"f408",NA,"408","female 408","yel?","f",NA,"r",NA,NA,NA,NA,"408","from darting table, darters though might be yel",NA
"f409",NA,"409","unluc",NA,"f",NA,"r",NA,NA,NA,NA,"409","from darting table",NA
"f410",NA,"410","female 410",NA,"f",NA,"r",NA,NA,NA,NA,"410","from darting table",NA
"f411",NA,"411","female 411",NA,"f",NA,"r",NA,NA,NA,NA,"411","from darting table",NA
"f413",NA,"413","female 413",NA,"f",NA,"r",NA,NA,NA,NA,"413","from darting table",NA
"f414",NA,"414","female 414",NA,"f",NA,"r",NA,NA,NA,NA,"414","from darting table",NA
"f415",NA,"415","female 415",NA,"f",NA,"r",NA,NA,NA,NA,"415","from darting table",NA
"f420",2018-07-23,"420"," female 420","anne on darting sheet. m420 previously in tblhyena","f",NA,NA,NA,NA,NA,NA,"420","from darting table",NA
"f423",NA,"423","female 423",NA,"f",NA,"r",NA,NA,NA,NA,"423","from darting table",NA
"f426",2015-04-27,"426","frida",NA,"f",NA,"r",NA,NA,NA,NA,"426","from darting table",NA
"f427",NA,"427","female 427",NA,"f",NA,"r",NA,NA,NA,NA,"427","from darting table",NA
"f435",NA,"435","female 435",NA,"f",NA,"r",NA,NA,NA,NA,"435","from darting table",NA
"f436",NA,"436","female 436",NA,"f",NA,"r",NA,NA,NA,NA,"436","from darting table",NA
"f438",NA,"438","female 435",NA,"f",NA,"r",NA,NA,NA,NA,"438","from darting table",NA
"f440",NA,"440","female 440",NA,"f",NA,"r",NA,NA,NA,NA,"440","from darting table",NA
"f441",NA,"441","female 441",NA,"f",NA,"r",NA,NA,NA,NA,"441","from darting table",NA
"f444",NA,"444","female 444",NA,"f",NA,NA,NA,NA,NA,NA,"444","from darting table",NA
"f445",NA,"445","female 445",NA,"f",NA,NA,NA,NA,NA,NA,"445","from darting table",NA
"f448",NA,"448","female 448",NA,"f",NA,"r",NA,NA,NA,NA,"448","from darting table",NA
"f449",NA,"449","female 435",NA,"f",NA,NA,NA,NA,NA,NA,"449","from darting table",NA
"f452",NA,"452","female 452",NA,"f",NA,"r",NA,NA,NA,NA,"452","from darting table",NA
"f453",NA,"453","female 453",NA,"f",NA,"r",NA,NA,NA,NA,"453","from darting table",NA
"f454",NA,"454","female 454",NA,"f",NA,"r",NA,NA,NA,NA,"454","from darting table",NA
"f455",NA,"455","female 455",NA,"f",NA,"r",NA,NA,NA,NA,"455","from darting table",NA
"f456",NA,"456","female 456",NA,"f",NA,"r",NA,NA,NA,NA,"456","from darting table",NA
"f457",NA,"457","female 457",NA,"f",NA,NA,NA,NA,NA,NA,"457","from darting table",NA
"f462",NA,NA,"female 462",NA,"f",NA,"r",NA,NA,NA,NA,"462","from darting table",NA
"f463",NA,"463","female 463",NA,"f",NA,"r",NA,NA,NA,NA,"463","from darting table",NA
"f465",NA,"465","female 465",NA,"f",NA,"r",NA,NA,NA,NA,"465","from darting table",NA
"f466",NA,"466","female 466",NA,"f",NA,"r",NA,NA,NA,NA,"466","from darting table",NA
"f467",NA,"467","female 467",NA,"f",NA,NA,NA,NA,NA,NA,"467","from darting table",NA
"f468",NA,"468","female 468",NA,"f",NA,"r",NA,NA,NA,NA,"468","from darting table",NA
"f474",NA,"474","female 474",NA,"f",NA,"r",NA,NA,NA,NA,"474","from darting table",NA
"f476",NA,"476","female 476",NA,"f",NA,"r",NA,NA,NA,NA,"476","from darting table",NA
"f478",2015-04-27,"478","female 478","snare foot f on darting sheet","f",NA,"r",NA,NA,NA,NA,"478","from darting table",NA
"f479",NA,"479","female 479",NA,"f",NA,"r",NA,NA,NA,NA,"479","from darting table",NA
"f480",NA,"480","female 479",NA,"f",NA,"r",NA,NA,NA,NA,"480","from darting table",NA
"f481",NA,"481","female 481",NA,"f",NA,"r",NA,NA,NA,NA,"481","from darting table",NA
"f482",NA,"482","female 482",NA,"f",NA,"r",NA,NA,NA,NA,"482","from darting table",NA
"f485",NA,"485","female 485",NA,"f",NA,"r",NA,NA,NA,NA,"485","from darting table",NA
"f488",NA,"488","female 488",NA,"f",NA,"r",NA,NA,NA,NA,"488","from darting table",NA
"f489",NA,"489","female 489",NA,"f",NA,"r",NA,NA,NA,NA,"489","from darting table",NA
"f490",NA,"490","female 490",NA,"f",NA,"r",NA,NA,NA,NA,"490","from darting table",NA
"f491",NA,"491","female 491",NA,"f",NA,"r",NA,NA,NA,NA,"491","from darting table",NA
"f493",NA,"493","female 493",NA,"f",NA,"r",NA,NA,NA,NA,"493","from darting table",NA
"f496",NA,"496","female 496",NA,"f",NA,"r",NA,NA,NA,NA,"496","from darting table",NA
"f497",NA,"497","female 497",NA,"f",NA,"r",NA,NA,NA,NA,"497","from darting table",NA
"f498",NA,"498","female 498",NA,"f",NA,"r",NA,NA,NA,NA,"498","from darting table",NA
"f500",NA,"500","female 500",NA,"f",NA,NA,NA,NA,NA,NA,"500","from darting table",NA
"f887",2016-07-26,"887","f887",NA,"f",1989-01-28,"d",NA,NA,NA,NA,NA,"skull tag says 5/30/01; other notes say 5/30/02",NA
"f899",NA,"899","f899",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"f901",NA,"901","f901",NA,"f",NA,"d",NA,NA,NA,NA,NA,"skull kept",NA
"f981",2008-04-01,"981","f981",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"f983",2016-07-26,"983","f983",NA,"f",1990-03-15,"d",NA,NA,NA,NA,NA,"snared",NA
"f985",NA,"985","f985",NA,"f",NA,"d",NA,NA,NA,NA,NA,"found at siana springs",NA
"f987",2016-07-26,"987","female 987",NA,"f",1996-06-09,"d",NA,NA,NA,NA,NA,NA,NA
"fa",2016-12-13,"70","funk arrow","la","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"fabl",2016-10-21,"933","fable",NA,"f",2015-01-07,"r","atac",NA,"0",NA,NA,NA,NA
"faj",NA,NA,"fajita",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"fal",2016-11-18,NA,"falco",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"far",NA,NA,"faren",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"fay",2015-06-15,"558","fairytale",NA,"f",2014-01-28,"r","atac",NA,"0",NA,NA,NA,NA
"fd",2016-07-21,NA,"mr. frodo",NA,"f",1993-09-07,"r","es",NA,"1","2",NA," dengrad calced by pat",NA
"fdb",2015-11-13,"2017","faded double b scoop",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"fdl",2015-05-06,NA,"fer-de-lance",NA,"m",2007-09-15,"r","med",NA,NA,NA,NA,NA,NA
"femi",2018-09-09,"1283","feminine wiles",NA,"f",2018-01-18,"r","pike",NA,"1","1",NA,NA,NA
"ferd",NA,NA,"ferdinand",NA,"m",NA,"i",NA,NA,NA,NA,NA,"mara. not listed in tblsessions (pvm)",NA
"ferg",2016-06-07,"1213","ferguson farms",NA,"m",2015-12-01,"r","wafl",NA,"1",NA,NA,NA,NA
"fett",2012-04-15,NA,"fettuccini",NA,"u",2011-11-08,"r","guci",NA,"1","2",NA,NA,NA
"ffl",2017-03-14,"731","falafel",NA,"f",2003-06-28,"r","mp",NA,"1","1",NA,NA,NA
"fg",2008-03-26,NA,"fagen",NA,"f",1990-03-22,"r","ot",NA,"1","1",NA," dengrad calced by pat",NA
"fgo",2015-05-06,NA,"figaro",NA,"m",2007-03-20,"r","cmta",NA,NA,NA,NA,NA,NA
"fib",2012-03-13,NA,"fibonacci",NA,"u",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"fig",2015-11-13,"2012","figure eight",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"figu",2017-11-22,NA,"five guys",NA,NA,2016-11-03,"r","brgr",NA,"0",NA,NA,NA,NA
"fil",2015-02-18,NA,"filbert",NA,"m",2004-04-01,"r","chip",NA,"1","1",NA,NA,NA
"fin",2015-06-05,NA,"fin",NA,"u",2013-12-03,"r","unk",NA,NA,NA,NA,NA,NA
"fire",2015-05-06,NA,"fireball","cub = hornbill",NA,2011-05-05,"r","roh",NA,"1","1",NA,NA,NA
"fish",2016-12-14,NA,"fish",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"fitz",2016-08-11,"961","mount fitzroy",NA,"m",2015-11-30,"r","hel",NA,"0",NA,NA,NA,NA
"fj",2015-05-06,NA,"fort jesus",NA,"m",2009-09-01,"r","clar",NA,"1","1",NA,NA,NA
"fla",2016-11-18,NA,"flash",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"flap",2016-10-21,"959","flappy",NA,"m",NA,"o",NA,NA,NA,NA,NA,"possibly an emarti east hyena, darted for gnrh cha",NA
"fld",2015-04-27,"801","flounder","lol","m",2000-06-02,"r","chrm",NA,"1","1",NA,NA,NA
"fle",2016-11-18,NA,"fletcher",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"flfy",2016-08-11,"910","fluffy",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
